,Date,NG,outliers,scores,anomaly_score
7868,2018-07-24,2.789999999999999,no,0.3631207238076253,1
7869,2018-07-25,2.7879999999999994,no,0.3609273206765085,1
7870,2018-07-26,2.7799999999999994,no,0.35994929454095087,1
7871,2018-07-27,2.7979999999999996,no,0.36524823869283635,1
7872,2018-07-28,2.7979999999999996,no,0.36524823869283635,1
7873,2018-07-29,2.7979999999999996,no,0.36524823869283635,1
7874,2018-07-30,2.793999999999999,no,0.3651987458844834,1
7875,2018-07-31,2.783999999999999,no,0.3617279053504464,1
7876,2018-08-01,2.799999999999999,no,0.36485183889907224,1
7877,2018-08-02,2.8199999999999994,no,0.36191800926427986,1
7878,2018-08-03,2.845999999999999,no,0.3632217792311721,1
7879,2018-08-04,2.845999999999999,no,0.3632217792311721,1
7880,2018-08-05,2.845999999999999,no,0.3632217792311721,1
7881,2018-08-06,2.8839999999999995,no,0.36276631579788166,1
7882,2018-08-07,2.9339999999999993,no,0.37467534640327377,1
7883,2018-08-08,2.9539999999999997,no,0.37464444800734703,1
7884,2018-08-09,2.967999999999999,no,0.37295705982790406,1
7885,2018-08-10,2.9819999999999993,no,0.3714312888202926,1
7886,2018-08-11,2.9819999999999993,no,0.3714312888202926,1
7887,2018-08-12,2.9819999999999993,no,0.3714312888202926,1
7888,2018-08-13,2.9879999999999995,no,0.3710397539025845,1
7889,2018-08-14,2.9879999999999995,no,0.3710397539025845,1
7890,2018-08-15,2.9979999999999993,no,0.3721956375275925,1
7891,2018-08-16,3.0219999999999994,no,0.37499143535002016,1
7892,2018-08-17,3.019999999999999,no,0.37469099435309966,1
7893,2018-08-18,3.019999999999999,no,0.37469099435309966,1
7894,2018-08-19,3.019999999999999,no,0.37469099435309966,1
7895,2018-08-20,3.0199999999999996,no,0.37469099435309966,1
7896,2018-08-21,3.0179999999999993,no,0.3748216617472584,1
7897,2018-08-22,3.0139999999999993,no,0.3752876903537189,1
7898,2018-08-23,3.0019999999999993,no,0.3725855416839382,1
7899,2018-08-24,2.9959999999999996,no,0.37228990316765836,1
7900,2018-08-25,2.9959999999999996,no,0.37228990316765836,1
7901,2018-08-26,2.9959999999999996,no,0.37228990316765836,1
7902,2018-08-27,2.9839999999999995,no,0.37086830974036383,1
7903,2018-08-28,2.9739999999999993,no,0.3727933187425694,1
7904,2018-08-29,2.9719999999999995,no,0.3734679743009899,1
7905,2018-08-30,2.9679999999999995,no,0.37295705982790406,1
7906,2018-08-31,2.9719999999999995,no,0.3734679743009899,1
7907,2018-09-01,2.9719999999999995,no,0.3734679743009899,1
7908,2018-09-02,2.9719999999999995,no,0.3734679743009899,1
7909,2018-09-03,2.9719999999999995,no,0.3734679743009899,1
7910,2018-09-04,2.9659999999999997,no,0.37209559169294565,1
7911,2018-09-05,2.9499999999999997,no,0.373927574710891,1
7912,2018-09-06,2.9339999999999993,no,0.37467534640327377,1
7913,2018-09-07,2.9299999999999997,no,0.37280601531256485,1
7914,2018-09-08,2.9299999999999997,no,0.37280601531256485,1
7915,2018-09-09,2.9299999999999997,no,0.37280601531256485,1
7916,2018-09-10,2.9259999999999993,no,0.37318897847318006,1
7917,2018-09-11,2.9279999999999995,no,0.37318897847318006,1
7918,2018-09-12,2.9339999999999997,no,0.37467534640327377,1
7919,2018-09-13,2.944,no,0.37114156405262955,1
7920,2018-09-14,2.9559999999999995,no,0.3748794616468856,1
7921,2018-09-15,2.9559999999999995,no,0.3748794616468856,1
7922,2018-09-16,2.9559999999999995,no,0.3748794616468856,1
7923,2018-09-17,2.9819999999999993,no,0.3714312888202926,1
7924,2018-09-18,3.0079999999999996,no,0.37432660922222216,1
7925,2018-09-19,3.0299999999999994,no,0.3719985447769804,1
7926,2018-09-20,3.047999999999999,no,0.3689771363738918,1
7927,2018-09-21,3.071999999999999,no,0.366156734120812,1
7928,2018-09-22,3.071999999999999,no,0.366156734120812,1
7929,2018-09-23,3.071999999999999,no,0.366156734120812,1
7930,2018-09-24,3.0699999999999994,no,0.36581768437028633,1
7931,2018-09-25,3.0659999999999994,no,0.36618072545999353,1
7932,2018-09-26,3.063999999999999,no,0.36618072545999353,1
7933,2018-09-27,3.081999999999999,no,0.364404065724405,1
7934,2018-09-28,3.0859999999999994,no,0.3633710090286349,1
7935,2018-09-29,3.0859999999999994,no,0.3633710090286349,1
7936,2018-09-30,3.0859999999999994,no,0.3633710090286349,1
7937,2018-10-01,3.1179999999999994,no,0.36080140905583286,1
7938,2018-10-02,3.1859999999999995,no,0.3504077559960761,1
7939,2018-10-03,3.2339999999999995,no,0.34967437346239555,1
7940,2018-10-04,3.2639999999999993,no,0.34990647912239675,1
7941,2018-10-05,3.315999999999999,no,0.3435054652001088,1
7942,2018-10-06,3.315999999999999,no,0.3435054652001088,1
7943,2018-10-07,3.315999999999999,no,0.3435054652001088,1
7944,2018-10-08,3.353999999999999,no,0.33126465408790307,1
7945,2018-10-09,3.308,no,0.3456280676155362,1
7946,2018-10-10,3.2959999999999994,no,0.3467499129778741,1
7947,2018-10-11,3.2919999999999994,no,0.3473809870714049,1
7948,2018-10-12,3.2659999999999996,no,0.3511500779667047,1
7949,2018-10-13,3.2659999999999996,no,0.3511500779667047,1
7950,2018-10-14,3.2659999999999996,no,0.3511500779667047,1
7951,2018-10-15,3.2359999999999998,no,0.3478470125821226,1
7952,2018-10-16,3.259999999999999,no,0.3489349222574519,1
7953,2018-10-17,3.2619999999999996,no,0.34864247440008067,1
7954,2018-10-18,3.2499999999999996,no,0.3474397823588629,1
7955,2018-10-19,3.2519999999999993,no,0.3474397823588629,1
7956,2018-10-20,3.2519999999999993,no,0.3474397823588629,1
7957,2018-10-21,3.2519999999999993,no,0.3474397823588629,1
7958,2018-10-22,3.2759999999999994,no,0.347824530681258,1
7959,2018-10-23,3.3039999999999994,no,0.3465109302373186,1
7960,2018-10-24,3.3179999999999996,no,0.3418079216397421,1
7961,2018-10-25,3.3179999999999996,no,0.3418079216397421,1
7962,2018-10-26,3.315999999999999,no,0.3435054652001088,1
7963,2018-10-27,3.315999999999999,no,0.3435054652001088,1
7964,2018-10-28,3.315999999999999,no,0.3435054652001088,1
7965,2018-10-29,3.2939999999999996,no,0.3475444700493038,1
7966,2018-10-30,3.281999999999999,no,0.3455360080865398,1
7967,2018-10-31,3.2799999999999994,no,0.346212070095554,1
7968,2018-11-01,3.345999999999999,no,0.33564992633336915,1
7969,2018-11-02,3.3979999999999992,no,0.3327340359510569,1
7970,2018-11-03,3.3979999999999992,no,0.3327340359510569,1
7971,2018-11-04,3.3979999999999992,no,0.3327340359510569,1
7972,2018-11-05,3.443999999999999,no,0.3388654109432998,1
7973,2018-11-06,3.479999999999999,no,0.3380313404094013,1
7974,2018-11-07,3.575999999999999,no,0.3354697397969346,1
7975,2018-11-08,3.661999999999999,no,0.33529995998634177,1
7976,2018-11-09,3.7759999999999994,no,0.33700344200406934,1
7977,2018-11-10,3.7759999999999994,no,0.33700344200406934,1
7978,2018-11-11,3.7759999999999994,no,0.33700344200406934,1
7979,2018-11-12,3.887999999999999,no,0.3364112144382398,1
7980,2018-11-13,4.1179999999999986,no,0.3258869660823587,1
7981,2018-11-14,4.229999999999999,no,0.3254621826267583,1
7982,2018-11-15,4.3679999999999986,no,0.32344045913137753,1
7983,2018-11-16,4.477999999999999,no,0.32760294951882407,1
7984,2018-11-17,4.477999999999999,no,0.32760294951882407,1
7985,2018-11-18,4.477999999999999,no,0.32760294951882407,1
7986,2018-11-19,4.597999999999999,no,0.31354183341851444,1
7987,2018-11-20,4.515999999999999,no,0.3195379430426606,1
7988,2018-11-21,4.511999999999999,no,0.3223532378023263,1
7989,2018-11-22,4.511999999999999,no,0.3223532378023263,1
7990,2018-11-23,4.511999999999999,no,0.3223532378023263,1
7991,2018-11-24,4.511999999999999,no,0.3223532378023263,1
7992,2018-11-25,4.511999999999999,no,0.3223532378023263,1
7993,2018-11-26,4.481999999999999,no,0.32622825362620883,1
7994,2018-11-27,4.451999999999999,no,0.32693426158869693,1
7995,2018-11-28,4.433999999999999,no,0.32989175940910814,1
7996,2018-11-29,4.457999999999998,no,0.32842406076355474,1
7997,2018-11-30,4.481999999999999,no,0.32622825362620883,1
7998,2018-12-01,4.481999999999999,no,0.32622825362620883,1
7999,2018-12-02,4.481999999999999,no,0.32622825362620883,1
8000,2018-12-03,4.52,no,0.31914130893225073,1
8001,2018-12-04,4.507999999999999,no,0.3233845631754126,1
8002,2018-12-05,4.4879999999999995,no,0.3249426631022484,1
8003,2018-12-06,4.515999999999999,no,0.3195379430426606,1
8004,2018-12-07,4.541999999999999,no,0.32041760478523523,1
8005,2018-12-08,4.541999999999999,no,0.32041760478523523,1
8006,2018-12-09,4.541999999999999,no,0.32041760478523523,1
8007,2018-12-10,4.51,no,0.3229734855352592,1
8008,2018-12-11,4.483999999999999,no,0.32622825362620883,1
8009,2018-12-12,4.379999999999999,no,0.3250220756636288,1
8010,2018-12-13,4.231999999999999,no,0.3252471360689096,1
8011,2018-12-14,4.0859999999999985,no,0.32541356380592895,1
8012,2018-12-15,4.0859999999999985,no,0.32541356380592895,1
8013,2018-12-16,4.0859999999999985,no,0.32541356380592895,1
8014,2018-12-17,3.9079999999999986,no,0.3279336390392987,1
8015,2018-12-18,3.785999999999999,no,0.3389623056483412,1
8016,2018-12-19,3.7279999999999993,no,0.33298874648740845,1
8017,2018-12-20,3.6519999999999992,no,0.3368436866751078,1
8018,2018-12-21,3.5119999999999996,no,0.3327822511986101,1
8019,2018-12-22,3.5119999999999996,no,0.3327822511986101,1
